document_title,document_number,action,publication_date,pdf_url,abstract,excerpts,topics,dates,page_length,start_page,end_page,significant,agency_names,agency_ids,agency_urls,agency_parent_ids,agency_slugs,cfr_titles,cfr_parts
Virtual Meeting of the Fruit and Vegetable Industry Advisory Committee,2022-28390,Notice of public meeting.,2022-12-29,https://www.govinfo.gov/content/pkg/FR-2022-12-29/pdf/2022-28390.pdf,"In accordance with the Federal Advisory Committee Act, as amended, the Agricultural Marketing Service (AMS), U.S. Department of Agriculture (USDA), is announcing a meeting of the Fruit and Vegetable Industry Advisory Committee (FVIAC). This meeting is being convened to discuss general Federal Advisory Committee operations for newly appointed representatives, hold elections, receive updates from USDA offices, and perform a series of administrative actions.","In accordance with the Federal Advisory Committee Act, as amended, the Agricultural Marketing Service (AMS), U.S. Department of Agriculture (USDA), is announcing a meeting of the Fruit and Vegetable Industry Advisory Committee (FVIAC). This meeting is...",,"The FVIAC will meet via webinar (virtually) on January 25, 2023, from 10 a.m. to 4 p.m. Eastern Time (ET).",2,80111,80112,,"Agriculture Department, Agricultural Marketing Service","12, 9","https://www.federalregister.gov/agencies/agriculture-department, https://www.federalregister.gov/agencies/agricultural-marketing-service","None, 12","agriculture-department, agricultural-marketing-service",,
Codex Alimentarius Commission: Meeting of the Codex Committee on Nutrition and Foods for Special Dietary Uses,2022-28341,Notice of public meeting and request for comments.,2022-12-29,https://www.govinfo.gov/content/pkg/FR-2022-12-29/pdf/2022-28341.pdf,"The U.S. Codex Office is sponsoring a public meeting on Wednesday, February 8, 2023, from 1-4 p.m. EST. The objective of the public meeting is to provide information and receive public comments on agenda items and draft United States (U.S.) positions to be discussed at the 43rd Session of the Codex Committee on Nutrition and Foods for Special Dietary Uses (CCNFSDU) of the Codex Alimentarius Commission, which will meet in Dusseldorf, Germany, from March 6-10, 2023. The U.S. Manager for Codex Alimentarius and the Acting Deputy Under Secretary for Trade and Foreign Agricultural Affairs recognize the importance of providing interested parties the opportunity to obtain background information on the 43rd Session of the CCNFSDU and to address items on the agenda.","The U.S. Codex Office is sponsoring a public meeting on Wednesday, February 8, 2023, from 1-4 p.m. EST. The objective of the public meeting is to provide information and receive public comments on agenda items and draft United States (U.S.) positions...",,"The public meeting is scheduled for February 8, 2023, from 1:00- 4:00 p.m. EST.",2,80112,80113,,"Agriculture Department, U.S. Codex Office","12, 597","https://www.federalregister.gov/agencies/agriculture-department, https://www.federalregister.gov/agencies/us-codex-office","None, 12","agriculture-department, us-codex-office",,
Codex Alimentarius Commission: Meeting of the Codex Committee on Residues of Veterinary Drugs in Foods,2022-28339,Notice of public meeting and request for comments.,2022-12-29,https://www.govinfo.gov/content/pkg/FR-2022-12-29/pdf/2022-28339.pdf,"The U.S. Codex Office is sponsoring a public meeting on January 19, 2023, from 1-3 p.m. EST. The objective of the public meeting is to provide information and receive public comments on agenda items and draft United States (U.S.) positions to be discussed at the 26th Session of the Codex Committee on Residues of Veterinary Drugs in Foods (CCRVDF)of the Codex Alimentarius Commission, which will meet in Portland, Oregon, from February 13-17, 2023. The U.S. Manager for Codex Alimentarius and the Acting Deputy Under Secretary, Office of Trade and Foreign Agricultural Affairs, recognize the importance of providing interested parties the opportunity to obtain background information on the 26th Session of the CCRVDF and to address items on the agenda.","The U.S. Codex Office is sponsoring a public meeting on January 19, 2023, from 1-3 p.m. EST. The objective of the public meeting is to provide information and receive public comments on agenda items and draft United States (U.S.) positions to be...",,"The public meeting is scheduled for January 19, 2023, from 1-3 p.m. EST.",2,80113,80114,,"Agriculture Department, U.S. Codex Office","12, 597","https://www.federalregister.gov/agencies/agriculture-department, https://www.federalregister.gov/agencies/us-codex-office","None, 12","agriculture-department, us-codex-office",,
2020 Census Qualifying Urban Areas and Final Criteria Clarifications,2022-28286,"Notice, technical clarifications.",2022-12-29,https://www.govinfo.gov/content/pkg/FR-2022-12-29/pdf/2022-28286.pdf,"The Bureau of the Census (Census Bureau) delineates urban areas after each decennial census for the purpose of tabulating and presenting data for the urban and rural population and housing within the United States, Puerto Rico, and the Island Areas. The Census Bureau delineated the 2020 urban areas based on 2020 Census of Population and Housing counts and density calculations. The Census Bureau's delineation of 2020 urban areas also accounted for non-residential urban land uses, such as commercial, industrial, transportation, and open space that are part of the urban landscape as outlined in the urban area criteria published in the Federal Register on March 24, 2022. This Notice provides the list of areas that qualified as urban based on the results of the 2020 Census for the United States, Puerto Rico, and the Island Areas. The designation of ""rural"" encompasses any population, housing, and territory not included in an urban area. Publication of this Notice constitutes the Census Bureau's official announcement of the list of qualifying urban areas for reference by all data users. This Notice also provides clarifications to the Census Bureau's criteria for defining urban areas as published in the Federal Register on March 24, 2022. The clarifications make the criteria easier to understand and interpret consistently and are in accordance with the Census Bureau's concept and delineation of urban areas for the 2020 Census.","The Bureau of the Census (Census Bureau) delineates urban areas after each decennial census for the purpose of tabulating and presenting data for the urban and rural population and housing within the United States, Puerto Rico, and the Island Areas....",,,41,80114,80154,,"Commerce Department, Census Bureau","54, 42","https://www.federalregister.gov/agencies/commerce-department, https://www.federalregister.gov/agencies/census-bureau","None, 54","commerce-department, census-bureau",,
"Foreign-Trade Zone (FTZ) 207-Richmond, Virginia; Authorization of Production Activity; voestalpine High Performance Metals LLC (Tool Steel and Specialty Metals); South Boston, Virginia",2022-28329,,2022-12-29,https://www.govinfo.gov/content/pkg/FR-2022-12-29/pdf/2022-28329.pdf,,,,,1,80154,80154,,"Commerce Department, Foreign-Trade Zones Board","54, 208","https://www.federalregister.gov/agencies/commerce-department, https://www.federalregister.gov/agencies/foreign-trade-zones-board","None, 54","commerce-department, foreign-trade-zones-board",,
Welded ASTM A-312 Stainless Steel Pipe From the Republic of Korea and Taiwan: Continuation of Antidumping Duty Orders,2022-28381,,2022-12-29,https://www.govinfo.gov/content/pkg/FR-2022-12-29/pdf/2022-28381.pdf,"As a result of the determinations by the U.S. Department of Commerce (Commerce) and the U.S. International Trade Commission (ITC) that revocation of the antidumping duty (AD) orders on welded ASTM A-312 stainless steel pipe (WSSP) from the Republic of Korea (Korea) and Taiwan would likely lead to continuation or recurrence of dumping, and material injury to an industry in the United States, Commerce is publishing a notice of continuation of these AD orders.",As a result of the determinations by the U.S. Department of Commerce (Commerce) and the U.S. International Trade Commission (ITC) that revocation of the antidumping duty (AD) orders on welded ASTM A-312 stainless steel pipe (WSSP) from the Republic of...,,"Applicable December 29, 2022.",2,80154,80155,,"Commerce Department, International Trade Administration","54, 261","https://www.federalregister.gov/agencies/commerce-department, https://www.federalregister.gov/agencies/international-trade-administration","None, 54","commerce-department, international-trade-administration",,
Finished Carbon Steel Flanges From India: Final Results of Countervailing Duty Administrative Review; 2020; Correction,2022-28405,Notice; correction.,2022-12-29,https://www.govinfo.gov/content/pkg/FR-2022-12-29/pdf/2022-28405.pdf,"The U.S. Department of Commerce (Commerce) published a notice in the Federal Register on December 15, 2022, in which Commerce announced the final results of the administrative review of the countervailing duty (CVD) order on finished carbon steel flanges (flanges) from India covering the period January 1, 2020, through December 31, 2020. This notice corrects the names of three companies not selected for individual examination listed in Appendix II.","The U.S. Department of Commerce (Commerce) published a notice in the Federal Register on December 15, 2022, in which Commerce announced the final results of the administrative review of the countervailing duty (CVD) order on finished carbon steel...",,"Applicable December 15, 2022.",2,80155,80156,,"Commerce Department, International Trade Administration","54, 261","https://www.federalregister.gov/agencies/commerce-department, https://www.federalregister.gov/agencies/international-trade-administration","None, 54","commerce-department, international-trade-administration",,
Welded Line Pipe From the Republic of Korea: Preliminary Results of Antidumping Duty Administrative Review and Preliminary Determination of No Shipments; 2020-2021,2022-28388,,2022-12-29,https://www.govinfo.gov/content/pkg/FR-2022-12-29/pdf/2022-28388.pdf,The U.S. Department of Commerce (Commerce) preliminarily determines that certain producers/exporters subject to this administrative review made sales of subject merchandise at less than normal value (NV). Interested parties are invited to comment on these preliminary results of review.,The U.S. Department of Commerce (Commerce) preliminarily determines that certain producers/exporters subject to this administrative review made sales of subject merchandise at less than normal value (NV). Interested parties are invited to comment on...,,"Applicable December 29, 2022.",3,80156,80158,,"Commerce Department, International Trade Administration","54, 261","https://www.federalregister.gov/agencies/commerce-department, https://www.federalregister.gov/agencies/international-trade-administration","None, 54","commerce-department, international-trade-administration",,
Certain Steel Nails From the United Arab Emirates: Final Results of the Expedited Second Sunset Review of the Antidumping Duty Order,2022-28389,,2022-12-29,https://www.govinfo.gov/content/pkg/FR-2022-12-29/pdf/2022-28389.pdf,"The U.S. Department of Commerce (Commerce) finds that revocation of the antidumping duty (AD) order on certain steel nails (steel nails) from the United Arab Emirates (UAE) would be likely to lead to the continuation or recurrence of dumping at the levels indicated in the ""Final Results of Sunset Review"" section of this notice.",The U.S. Department of Commerce (Commerce) finds that revocation of the antidumping duty (AD) order on certain steel nails (steel nails) from the United Arab Emirates (UAE) would be likely to lead to the continuation or recurrence of dumping at the...,,"Applicable December 29, 2022.",2,80158,80159,,"Commerce Department, International Trade Administration","54, 261","https://www.federalregister.gov/agencies/commerce-department, https://www.federalregister.gov/agencies/international-trade-administration","None, 54","commerce-department, international-trade-administration",,
Large Diameter Welded Pipe From Canada: Amended Final Results of Antidumping Duty Administrative Review; 2020-2021,2022-28379,,2022-12-29,https://www.govinfo.gov/content/pkg/FR-2022-12-29/pdf/2022-28379.pdf,"The U.S. Department of Commerce (Commerce) is amending the final results of the administrative review of the antidumping duty order on large diameter welded pipe from Canada to correct ministerial errors. The period of review (POR) is May 1, 2020, through April 30, 2021.","The U.S. Department of Commerce (Commerce) is amending the final results of the administrative review of the antidumping duty order on large diameter welded pipe from Canada to correct ministerial errors. The period of review (POR) is May 1, 2020,...",,"Applicable December 29, 2022.",2,80159,80160,,"Commerce Department, International Trade Administration","54, 261","https://www.federalregister.gov/agencies/commerce-department, https://www.federalregister.gov/agencies/international-trade-administration","None, 54","commerce-department, international-trade-administration",,
Aluminum Extrusions From the People's Republic of China: Notice of Court Decisions Not in Harmony With Final Scope Ruling and Notice of Amended Final Scope Rulings Pursuant to Court Decisions,2022-28400,,2022-12-29,https://www.govinfo.gov/content/pkg/FR-2022-12-29/pdf/2022-28400.pdf,"On December 16, 2022, the U.S. Court of International Trade (CIT) issued its final judgments in Worldwide Door Components, Inc. v. United States, Slip Op. 22-143, Court No. 19-00012 (Worldwide IV), and Columbia Aluminum Products, LLC v. United States, Slip Op. 22-144, Court No. 19-00013 (Columbia IV), sustaining the U.S. Department of Commerce's (Commerce) third remand redeterminations pertaining to the scope ruling for the antidumping (AD) and countervailing duty (CVD) orders on aluminum extrusions from the People's Republic of China (China). In the redeterminations, Commerce found that certain door thresholds imported by Worldwide Door Components, Inc. (Worldwide) and Columbia Aluminum Products, Inc. (Columbia) are outside the scope of the orders, pursuant to the CIT's remand orders in Worldwide Door Components, Inc. v. United States, Court No. 19-00012, Slip Op. 22-91 (CIT August 10, 2022) (Worldwide III) and Columbia Aluminum Products, Inc. v. United States, Court No. 19-00013, Slip Op. 22-92 (CIT August 10, 2022) (Columbia III). Commerce is notifying the public that the CIT's final judgments are not in harmony with Commerce's final scope ruling, and that Commerce is amending the scope ruling to find that the Worldwide and Columbia door thresholds are outside the scope of the orders.","On December 16, 2022, the U.S. Court of International Trade (CIT) issued its final judgments in Worldwide Door Components, Inc. v. United States, Slip Op. 22-143, Court No. 19-00012 (Worldwide IV), and Columbia Aluminum Products, LLC v. United States,...",,"Applicable December 26, 2022.",2,80160,80161,,"Commerce Department, International Trade Administration","54, 261","https://www.federalregister.gov/agencies/commerce-department, https://www.federalregister.gov/agencies/international-trade-administration","None, 54","commerce-department, international-trade-administration",,
"Certain Large Diameter Carbon and Alloy Seamless Standard, Line and Pressure Pipe From Japan: Final Results of the Expedited Sunset Review of the Antidumping Duty Order",2022-28387,,2022-12-29,https://www.govinfo.gov/content/pkg/FR-2022-12-29/pdf/2022-28387.pdf,"As a result of this expedited sunset review, the U.S. Department of Commerce (Commerce) finds that revocation of the antidumping duty (AD) order on certain large diameter carbon and alloy seamless standard, line and pressure pipe (large diameter pipe) from Japan would be likely to lead to continuation or recurrence of dumping as indicated in the ""Final Results of Sunset Review"" section of this notice.","As a result of this expedited sunset review, the U.S. Department of Commerce (Commerce) finds that revocation of the antidumping duty (AD) order on certain large diameter carbon and alloy seamless standard, line and pressure pipe (large diameter pipe)...",,"Applicable December 29, 2022.",1,80162,80162,,"Commerce Department, International Trade Administration","54, 261","https://www.federalregister.gov/agencies/commerce-department, https://www.federalregister.gov/agencies/international-trade-administration","None, 54","commerce-department, international-trade-administration",,
Stilbenic Optical Brightening Agents From People's Republic of China and Taiwan: Final Results of Sunset Reviews and Revocation of Order,2022-28380,,2022-12-29,https://www.govinfo.gov/content/pkg/FR-2022-12-29/pdf/2022-28380.pdf,"On October 3, 2022, the U.S. Department of Commerce (Commerce) initiated the sunset reviews of the antidumping duty (AD) orders on stilbenic optical brightening agents (OBAs) from the People's Republic of China (China) and Taiwan. Because no domestic interested party responded to the sunset review notice of initiation by the applicable deadline, consistent with section 751(c)(3)(A) of the Tariff Act of 1930, as amended (the Act), Commerce is revoking these AD orders.","On October 3, 2022, the U.S. Department of Commerce (Commerce) initiated the sunset reviews of the antidumping duty (AD) orders on stilbenic optical brightening agents (OBAs) from the People's Republic of China (China) and Taiwan. Because no domestic...",,"Applicable December 29, 2022.",2,80162,80163,,"Commerce Department, International Trade Administration","54, 261","https://www.federalregister.gov/agencies/commerce-department, https://www.federalregister.gov/agencies/international-trade-administration","None, 54","commerce-department, international-trade-administration",,
New England Fishery Management Council; Public Meeting,2022-28368,Notice of a public meeting.,2022-12-29,https://www.govinfo.gov/content/pkg/FR-2022-12-29/pdf/2022-28368.pdf,"The New England Fishery Management Council (Council) is scheduling a public meeting of its Habitat Committee via webinar to consider actions affecting New England fisheries in the exclusive economic zone (EEZ). Recommendations from this group will be brought to the full Council for formal consideration and action, if appropriate.",The New England Fishery Management Council (Council) is scheduling a public meeting of its Habitat Committee via webinar to consider actions affecting New England fisheries in the exclusive economic zone (EEZ). Recommendations from this group will be...,,"This meeting will be held on Thursday, January 12, 2023, at 2 p.m. Webinar",2,80163,80164,,"Commerce Department, National Oceanic and Atmospheric Administration","54, 361","https://www.federalregister.gov/agencies/commerce-department, https://www.federalregister.gov/agencies/national-oceanic-and-atmospheric-administration","None, 54","commerce-department, national-oceanic-and-atmospheric-administration",,
Pacific Fishery Management Council; Public Meeting,2022-28367,Notice of public meeting.,2022-12-29,https://www.govinfo.gov/content/pkg/FR-2022-12-29/pdf/2022-28367.pdf,"The Pacific Fishery Management Council's (Pacific Council) Highly Migratory Species Management Team (HMSMT) is holding an online meeting, which is open to the public.","The Pacific Fishery Management Council's (Pacific Council) Highly Migratory Species Management Team (HMSMT) is holding an online meeting, which is open to the public.",,"The online meeting will be held on Tuesday, January 10, 2023, from 10 a.m. to 3 p.m. Pacific Time or until business for the day is completed.",1,80164,80164,,"Commerce Department, National Oceanic and Atmospheric Administration","54, 361","https://www.federalregister.gov/agencies/commerce-department, https://www.federalregister.gov/agencies/national-oceanic-and-atmospheric-administration","None, 54","commerce-department, national-oceanic-and-atmospheric-administration",,
Fisheries of the Exclusive Economic Zone Off Alaska; North Pacific Observer Program Standard Ex-Vessel Prices,2022-28262,Notification of standard ex-vessel prices.,2022-12-29,https://www.govinfo.gov/content/pkg/FR-2022-12-29/pdf/2022-28262.pdf,"NMFS publishes standard ex-vessel prices for groundfish and halibut for the calculation of the observer fee under the North Pacific Observer Program (Observer Program). This notice is intended to provide information to vessel owners, processors, registered buyers, and other Observer Program participants about the standard ex-vessel prices that will be used to calculate the observer fee for landings of groundfish and halibut made in 2023. NMFS will send invoices to processors and registered buyers subject to the fee by January 15, 2024. Fees are due to NMFS on or before February 15, 2024.","NMFS publishes standard ex-vessel prices for groundfish and halibut for the calculation of the observer fee under the North Pacific Observer Program (Observer Program). This notice is intended to provide information to vessel owners, processors,...",,"The standard prices are valid on January 1, 2023.",9,80164,80172,,"Commerce Department, National Oceanic and Atmospheric Administration","54, 361","https://www.federalregister.gov/agencies/commerce-department, https://www.federalregister.gov/agencies/national-oceanic-and-atmospheric-administration","None, 54","commerce-department, national-oceanic-and-atmospheric-administration",,
Takes of Marine Mammals Incidental to Specified Activities; Taking Marine Mammals Incidental to Pile Driving for the Long Beach Cruise Terminal Improvement Project,2022-28382,Notice; request for comments on proposed renewal incidental harassment authorization.,2022-12-29,https://www.govinfo.gov/content/pkg/FR-2022-12-29/pdf/2022-28382.pdf,"NMFS received a request from Carnival Corporation & GHD (Carnival) for the renewal of their currently active incidental harassment authorization (IHA) to take marine mammals incidental to pile driving for the Long Beach Cruise Terminal improvement project at the Port of Long Beach, California. These activities are nearly identical to those covered through the current authorization. Pursuant to the Marine Mammal Protection Act, prior to issuing the original IHA, NMFS requested comments on both the proposed IHA and the potential for renewing the initial authorization if certain requirements were satisfied. The renewal requirements have been satisfied, and NMFS is now providing an additional 15-day comment period to allow for any additional comments on the proposed renewal not previously provided during the initial 30-day comment period.",NMFS received a request from Carnival Corporation & GHD (Carnival) for the renewal of their currently active incidental harassment authorization (IHA) to take marine mammals incidental to pile driving for the Long Beach Cruise Terminal improvement...,,"Comments and information must be received no later than January 13, 2023.",4,80173,80176,,"Commerce Department, National Oceanic and Atmospheric Administration","54, 361","https://www.federalregister.gov/agencies/commerce-department, https://www.federalregister.gov/agencies/national-oceanic-and-atmospheric-administration","None, 54","commerce-department, national-oceanic-and-atmospheric-administration",,
South Atlantic Fishery Management Council; Public Meetings,2022-28365,Notice of public hearings.,2022-12-29,https://www.govinfo.gov/content/pkg/FR-2022-12-29/pdf/2022-28365.pdf,"The South Atlantic Fishery Management Council (Council) will hold two public hearings via webinar pertaining to Amendment 53 to the Fishery Management Plan (FMP) for Snapper Grouper Resources in the South Atlantic Region. This amendment addresses a rebuilding plan, catch levels, sector allocations, and changes to commercial and recreational management measures for the South Atlantic stock of gag and modifications to recreational management measures for black grouper.",The South Atlantic Fishery Management Council (Council) will hold two public hearings via webinar pertaining to Amendment 53 to the Fishery Management Plan (FMP) for Snapper Grouper Resources in the South Atlantic Region. This amendment addresses a...,,"The public hearings will be held January 10 and 11, 2023, via webinar beginning at 6 p.m., EDT.",2,80176,80177,,"Commerce Department, National Oceanic and Atmospheric Administration","54, 361","https://www.federalregister.gov/agencies/commerce-department, https://www.federalregister.gov/agencies/national-oceanic-and-atmospheric-administration","None, 54","commerce-department, national-oceanic-and-atmospheric-administration",,
New England Fishery Management Council; Public Meeting,2022-28366,Notice of public meeting.,2022-12-29,https://www.govinfo.gov/content/pkg/FR-2022-12-29/pdf/2022-28366.pdf,"The New England Fishery Management Council (Council) is scheduling a public meeting of its Ecosystem-Based Fishery Management Committee (EBFM) and Advisory Panel Chairs to consider actions affecting New England fisheries in the exclusive economic zone (EEZ). Recommendations from this group will be brought to the full Council for formal consideration and action, if appropriate.",The New England Fishery Management Council (Council) is scheduling a public meeting of its Ecosystem-Based Fishery Management Committee (EBFM) and Advisory Panel Chairs to consider actions affecting New England fisheries in the exclusive economic zone...,,"This meeting will be held on Friday, January 6, 2023, at 9:30 a.m. at the Radisson Airport Hotel, 2081 Post Road, Warwick, RI 02886; phone: (401) 739-3000.",1,80177,80177,,"Commerce Department, National Oceanic and Atmospheric Administration","54, 361","https://www.federalregister.gov/agencies/commerce-department, https://www.federalregister.gov/agencies/national-oceanic-and-atmospheric-administration","None, 54","commerce-department, national-oceanic-and-atmospheric-administration",,
Hecate Energy Albany 1 LLC; Supplemental Notice That Initial Market-Based Rate Filing Includes Request for Blanket Section 204 Authorization,2022-28394,,2022-12-29,https://www.govinfo.gov/content/pkg/FR-2022-12-29/pdf/2022-28394.pdf,,,,,2,80177,80178,,"Energy Department, Federal Energy Regulatory Commission","136, 167","https://www.federalregister.gov/agencies/energy-department, https://www.federalregister.gov/agencies/federal-energy-regulatory-commission","None, 136","energy-department, federal-energy-regulatory-commission",,
Combined Notice of Filings #1,2022-28397,,2022-12-29,https://www.govinfo.gov/content/pkg/FR-2022-12-29/pdf/2022-28397.pdf,,,,12/21/22.,2,80178,80179,,"Energy Department, Federal Energy Regulatory Commission","136, 167","https://www.federalregister.gov/agencies/energy-department, https://www.federalregister.gov/agencies/federal-energy-regulatory-commission","None, 136","energy-department, federal-energy-regulatory-commission",,
"Marlow Hydro, LLC; Notice of Authorization for Continued Project Operation",2022-28398,,2022-12-29,https://www.govinfo.gov/content/pkg/FR-2022-12-29/pdf/2022-28398.pdf,,,,,2,80179,80180,,"Energy Department, Federal Energy Regulatory Commission","136, 167","https://www.federalregister.gov/agencies/energy-department, https://www.federalregister.gov/agencies/federal-energy-regulatory-commission","None, 136","energy-department, federal-energy-regulatory-commission",,
Records Governing Off-the-Record Communications; Public Notice,2022-28396,,2022-12-29,https://www.govinfo.gov/content/pkg/FR-2022-12-29/pdf/2022-28396.pdf,,,,,2,80180,80181,,"Energy Department, Federal Energy Regulatory Commission","136, 167","https://www.federalregister.gov/agencies/energy-department, https://www.federalregister.gov/agencies/federal-energy-regulatory-commission","None, 136","energy-department, federal-energy-regulatory-commission",,
"Florida Gas Transmission Company, LLC; Notice of Request under Blanket Authorization and Establishing Intervention and Protest Deadline",2022-28395,,2022-12-29,https://www.govinfo.gov/content/pkg/FR-2022-12-29/pdf/2022-28395.pdf,,,,,2,80181,80182,,"Energy Department, Federal Energy Regulatory Commission","136, 167","https://www.federalregister.gov/agencies/energy-department, https://www.federalregister.gov/agencies/federal-energy-regulatory-commission","None, 136","energy-department, federal-energy-regulatory-commission",,
Hecate Energy Albany 2 LLC; Supplemental Notice That Initial Market-Based Rate Filing Includes Request for Blanket Section 204 Authorization,2022-28393,,2022-12-29,https://www.govinfo.gov/content/pkg/FR-2022-12-29/pdf/2022-28393.pdf,,,,,2,80182,80183,,"Energy Department, Federal Energy Regulatory Commission","136, 167","https://www.federalregister.gov/agencies/energy-department, https://www.federalregister.gov/agencies/federal-energy-regulatory-commission","None, 136","energy-department, federal-energy-regulatory-commission",,
Pacific Gas and Electric Company; Notice of Authorization for Continued Project Operation,2022-28399,,2022-12-29,https://www.govinfo.gov/content/pkg/FR-2022-12-29/pdf/2022-28399.pdf,,,,,1,80183,80183,,"Energy Department, Federal Energy Regulatory Commission","136, 167","https://www.federalregister.gov/agencies/energy-department, https://www.federalregister.gov/agencies/federal-energy-regulatory-commission","None, 136","energy-department, federal-energy-regulatory-commission",,
"Proposed CERCLA Administrative Settlement Agreement for Removal Action by Prospective Purchaser and Proposed CERCLA Administrative Cost Recovery Settlement: Wells G&H Superfund Site, Woburn, Massachusetts",2022-28310,Notice of proposed settlement; request for public comments.,2022-12-29,https://www.govinfo.gov/content/pkg/FR-2022-12-29/pdf/2022-28310.pdf,"Notice is hereby given by EPA Region 1 of a proposed settlement comprised of two administrative agreements, an administrative Settlement Agreement under Section 122(h)(1) of the Comprehensive Environmental Response, Compensation and Liability Act (""CERCLA"") (""122(h) Agreement""), In the Matter of: Wells G&H Superfund Site, Woburn, MA: Olympia Nominee Trust et al., EPA Region 1, CERCLA Docket No. 01-2022-0057, and an Administrative Settlement Agreement for Removal Action by Prospective Purchaser (""PPA""), In the Matter of: Wells G&H Superfund Site, Woburn, MA: IV5 60 Oympia Ave LLC et al., EPA Region 1, CERCLA Docket No. 01-2022-0056.","Notice is hereby given by EPA Region 1 of a proposed settlement comprised of two administrative agreements, an administrative Settlement Agreement under Section 122(h)(1) of the Comprehensive Environmental Response, Compensation and Liability Act...",,"Comments must be submitted by January 30, 2023.",2,80183,80184,,Environmental Protection Agency,145,https://www.federalregister.gov/agencies/environmental-protection-agency,None,environmental-protection-agency,,
Notice of Annual Adjustment of the Cap on Average Total Assets That Defines Community Financial Institutions,2022-28331,Notice.,2022-12-29,https://www.govinfo.gov/content/pkg/FR-2022-12-29/pdf/2022-28331.pdf,"The Federal Housing Finance Agency (FHFA) has adjusted the cap on average total assets that is used in determining whether a Federal Home Loan Bank (Bank) member qualifies as a ""community financial institution"" (CFI) to $1,417,000,000, based on the annual percentage increase in the Consumer Price Index for all urban consumers (CPI-U), as published by the Department of Labor (DOL). These changes will take effect on January 1, 2023.","The Federal Housing Finance Agency (FHFA) has adjusted the cap on average total assets that is used in determining whether a Federal Home Loan Bank (Bank) member qualifies as a ""community financial institution"" (CFI) to $1,417,000,000, based on the...",,,2,80184,80185,,Federal Housing Finance Agency,174,https://www.federalregister.gov/agencies/federal-housing-finance-agency,None,federal-housing-finance-agency,,
"M.E. DEY & Co., Inc. Complainant v. Hapag-Lloyd (America) LLC, Respondent; Notice of Filing of Complaint and Assignment",2022-28340,,2022-12-29,https://www.govinfo.gov/content/pkg/FR-2022-12-29/pdf/2022-28340.pdf,,,,,1,80185,80185,,Federal Maritime Commission,178,https://www.federalregister.gov/agencies/federal-maritime-commission,None,federal-maritime-commission,,
Notice of Agreements Filed,2022-28289,,2022-12-29,https://www.govinfo.gov/content/pkg/FR-2022-12-29/pdf/2022-28289.pdf,,,,2/2/2023.,1,80185,80185,,Federal Maritime Commission,178,https://www.federalregister.gov/agencies/federal-maritime-commission,None,federal-maritime-commission,,
Notice of Proposals To Engage in or To Acquire Companies Engaged in Permissible Nonbanking Activities,2022-28385,,2022-12-29,https://www.govinfo.gov/content/pkg/FR-2022-12-29/pdf/2022-28385.pdf,,,,,2,80185,80186,,Federal Reserve System,188,https://www.federalregister.gov/agencies/federal-reserve-system,None,federal-reserve-system,,
Agency Information Collection Activities; Submission for OMB Review; Comment Request,2022-28322,Notice and request for comment.,2022-12-29,https://www.govinfo.gov/content/pkg/FR-2022-12-29/pdf/2022-28322.pdf,"The Federal Trade Commission (FTC) requests that the Office of Management and Budget (OMB) extend for three years the current Paperwork Reduction Act (PRA) clearance for information collection requirements contained in the FTC's portion of the information collection requirements contained in the Consumer Financial Protection Bureau's Regulation N (the Mortgage Acts and Practices--Advertising Rule). The FTC generally shares enforcement of Regulation N with the Consumer Financial Protection Bureau (CFPB). The current clearance expires on January 31, 2023.",The Federal Trade Commission (FTC) requests that the Office of Management and Budget (OMB) extend for three years the current Paperwork Reduction Act (PRA) clearance for information collection requirements contained in the FTC's portion of the...,,"Comments must be received by January 30, 2023.",2,80186,80187,,Federal Trade Commission,192,https://www.federalregister.gov/agencies/federal-trade-commission,None,federal-trade-commission,,
Agency Information Collection Activities; Submission for OMB Review; Comment Request,2022-28320,Notice and request for comment.,2022-12-29,https://www.govinfo.gov/content/pkg/FR-2022-12-29/pdf/2022-28320.pdf,"The Federal Trade Commission (FTC) requests that the Office of Management and Budget (OMB) extend for three years the current Paperwork Reduction Act (PRA) clearance for information collection requirements contained in the agency's Used Motor Vehicle Trade Regulation Rule (Used Car Rule or Rule). That clearance expires on January 31, 2023.",The Federal Trade Commission (FTC) requests that the Office of Management and Budget (OMB) extend for three years the current Paperwork Reduction Act (PRA) clearance for information collection requirements contained in the agency's Used Motor Vehicle...,,"Comments must be received by January 30, 2023.",1,80187,80187,,Federal Trade Commission,192,https://www.federalregister.gov/agencies/federal-trade-commission,None,federal-trade-commission,,
Notice of Meetings,2022-28292,Notice of five AHRQ subcommittee meetings.,2022-12-29,https://www.govinfo.gov/content/pkg/FR-2022-12-29/pdf/2022-28292.pdf,The subcommittees listed below are part of AHRQ's Health Services Research Initial Review Group Committee. Grant applications are to be reviewed and discussed at these meetings. Each subcommittee meeting will be closed to the public.,The subcommittees listed below are part of AHRQ's Health Services Research Initial Review Group Committee. Grant applications are to be reviewed and discussed at these meetings. Each subcommittee meeting will be closed to the public.,,See below for dates of meetings:,2,80187,80188,,"Health and Human Services Department, Agency for Healthcare Research and Quality","221, 5","https://www.federalregister.gov/agencies/health-and-human-services-department, https://www.federalregister.gov/agencies/agency-for-healthcare-research-and-quality","None, 221","health-and-human-services-department, agency-for-healthcare-research-and-quality",,
