document_title,document_number,action,publication_date,pdf_url,abstract,excerpts,topics,dates,page_length,start_page,end_page,significant,agency_names,agency_ids,agency_urls,agency_parent_ids,agency_slugs,cfr_titles,cfr_parts
Council Coordination Committee Meeting,2021-28187,Notice of a public meeting; information regarding the agenda.,2021-12-28,https://www.govinfo.gov/content/pkg/FR-2021-12-28/pdf/2021-28187.pdf,"The National Marine Fisheries Service, Office of Sustainable Fisheries will host a virtual meeting of the Council Coordination Committee (CCC), consisting of the Regional Fishery Management Council chairs, vice chairs, and executive directors on January 18, 2022. The intent of this meeting is to discuss issues of relevance to the Councils and NMFS, including issues related to the implementation of the Magnuson-Stevens Fishery Conservation and Management Reauthorization Act. The meeting is open to the public.","The National Marine Fisheries Service, Office of Sustainable Fisheries will host a virtual meeting of the Council Coordination Committee (CCC), consisting of the Regional Fishery Management Council chairs, vice chairs, and executive directors on...",,"The meeting will begin at 3 p.m. Eastern on Tuesday, January 18, 2022, and adjourn by 4 p.m. Eastern.",1,73743,73743,,"Commerce Department, National Oceanic and Atmospheric Administration","54, 361","https://www.federalregister.gov/agencies/commerce-department, https://www.federalregister.gov/agencies/national-oceanic-and-atmospheric-administration","None, 54","commerce-department, national-oceanic-and-atmospheric-administration",,
Agency Information Collection Activities; Submission to the Office of Management and Budget (OMB) for Review and Approval; Comment Request; Pacific Islands Region Permit Family of Forms,2021-28167,,2021-12-28,https://www.govinfo.gov/content/pkg/FR-2021-12-28/pdf/2021-28167.pdf,,,,,2,73743,73744,,"Commerce Department, National Oceanic and Atmospheric Administration","54, 361","https://www.federalregister.gov/agencies/commerce-department, https://www.federalregister.gov/agencies/national-oceanic-and-atmospheric-administration","None, 54","commerce-department, national-oceanic-and-atmospheric-administration",,
Agency Information Collection Activities: Comment Request,2021-28126,Notice and request for comment.,2021-12-28,https://www.govinfo.gov/content/pkg/FR-2021-12-28/pdf/2021-28126.pdf,"In accordance with the Paperwork Reduction Act of 1995 (PRA), the Bureau of Consumer Financial Protection (Bureau) is requesting to renew the Office of Management and Budget's (OMB's) approval for an existing information collection titled, ""Generic Information Collection Plan for Consumer Complaint and Information Collection System (Testing and Feedback).""","In accordance with the Paperwork Reduction Act of 1995 (PRA), the Bureau of Consumer Financial Protection (Bureau) is requesting to renew the Office of Management and Budget's (OMB's) approval for an existing information collection titled, ""Generic...",,"Written comments are encouraged and must be received on or before February 28, 2022 to be assured consideration.",1,73744,73744,,Consumer Financial Protection Bureau,573,https://www.federalregister.gov/agencies/consumer-financial-protection-bureau,None,consumer-financial-protection-bureau,,
Development of the National Levee Safety Program,2021-28056,Notice.,2021-12-28,https://www.govinfo.gov/content/pkg/FR-2021-12-28/pdf/2021-28056.pdf,"The U.S. Army Corps of Engineers (USACE) and the Federal Emergency Management Agency (FEMA) are launching a new National Levee Safety Program, authorized by the National Levee Safety Act of 2007. The purpose of the National Levee Safety Program is to improve the way levees are managed throughout the United States and its territories in order to reduce disaster suffering and improve the resiliency of communities behind levees. There are four major components that are intended to work together to accomplish the goals of the program: National Levee Safety Guidelines; Integrated Levee Management; National Levee Database and Data Collection; and Implementation Support. This notice announces the start of Phase 1 which is the solicitation of input on the purpose and scope of each of the components of the National Levee Safety Program in order to develop priorities and options for their implementation.","The U.S. Army Corps of Engineers (USACE) and the Federal Emergency Management Agency (FEMA) are launching a new National Levee Safety Program, authorized by the National Levee Safety Act of 2007. The purpose of the National Levee Safety Program is to...",,"Comments related to the purpose and scope of the National Levee Safety Program must be submitted on or before March 31, 2022.",3,73744,73746,,"Defense Department, Engineers Corps","103, 142","https://www.federalregister.gov/agencies/defense-department, https://www.federalregister.gov/agencies/engineers-corps","None, 103","defense-department, engineers-corps",,
"Agency Information Collection Activities; Submission to the Office of Management and Budget for Review and Approval; Comment Request; District Survey on Use of Funds Under Title II, Part A",2021-28106,Notice.,2021-12-28,https://www.govinfo.gov/content/pkg/FR-2021-12-28/pdf/2021-28106.pdf,"In accordance with the Paperwork Reduction Act of 1995, ED is proposing a revision of a currently approved collection.","In accordance with the Paperwork Reduction Act of 1995, ED is proposing a revision of a currently approved collection.",,"Interested persons are invited to submit comments on or before January 27, 2022.",1,73746,73746,,Education Department,126,https://www.federalregister.gov/agencies/education-department,None,education-department,,
Agency Information Collection Activities; Submission to the Office of Management and Budget for Review and Approval; Comment Request; State Charter School Facilities Incentive Grants Program,2021-28123,Notice.,2021-12-28,https://www.govinfo.gov/content/pkg/FR-2021-12-28/pdf/2021-28123.pdf,"In accordance with the Paperwork Reduction Act of 1995, ED is proposing an extension without change of a currently approved collection.","In accordance with the Paperwork Reduction Act of 1995, ED is proposing an extension without change of a currently approved collection.",,"Interested persons are invited to submit comments on or before January 27, 2022.",2,73746,73747,,Education Department,126,https://www.federalregister.gov/agencies/education-department,None,education-department,,
2020/22 Beginning Postsecondary Students (BPS:20/22) Field Test; Correction,2021-28059,Correction notice.,2021-12-28,https://www.govinfo.gov/content/pkg/FR-2021-12-28/pdf/2021-28059.pdf,,,,,1,73747,73747,,Education Department,126,https://www.federalregister.gov/agencies/education-department,None,education-department,,
Agency Information Collection Activities: EAC Progress Report,2021-28199,Request for public comment on modified EAC Progress Report to be used for both interim and final progress reporting for all EAC grants.,2021-12-28,https://www.govinfo.gov/content/pkg/FR-2021-12-28/pdf/2021-28199.pdf,"As part of its continuing effort to reduce paperwork burdens, and as required by the Paperwork Reduction Act of 1995 (PRA), the U.S. Election Assistance Commission (EAC) gives notice that it is requesting from the Office of Management and Budget (OMB) a modification of the previously approved information collection OMB Control Number 3265-0021 EAC Progress Report (EAC-PR). The EAC Office of Grants Management (EAC/OGM) is responsible for distributing, monitoring and providing technical assistance to states and grantees on the use of federal funds. EAC/OGM also reports on how the funds are spent, negotiates indirect cost rates with grantees, and resolves audit findings on the use of HAVA funds. The EAC-PR has been developed for both interim and final progress reports for grants issued under HAVA authority. This revised format builds upon that report for the various grant awards given by EAC and provides terminology clarification. A ""For Comment"" version of the draft format for use in submission of interim and final Progress Reports is posted on the EAC website at: https://www.eac.gov/payments- and-grants/reporting. The PR will directly benefit award recipients by making it easier for them to administer federal grant and cooperative agreement programs through standardization of the types of information required in progress reports--thereby reducing their administrative effort and costs. After obtaining and considering public comment, the EAC will prepare the format for final clearance. Comments are invited on (a) ways to enhance the quality, utility, and clarity of the information collected from respondents, including the use of automated collection techniques or other forms of information technology; and (b) ways to minimize the burden of the collection of information on respondents, including through the use of automated collection techniques or other forms of information technology.","As part of its continuing effort to reduce paperwork burdens, and as required by the Paperwork Reduction Act of 1995 (PRA), the U.S. Election Assistance Commission (EAC) gives notice that it is requesting from the Office of Management and Budget (OMB)...",,"Comments should be submitted by 5 p.m. Eastern on Friday, February 25, 2022.",2,73747,73748,,Election Assistance Commission,127,https://www.federalregister.gov/agencies/election-assistance-commission,None,election-assistance-commission,,
Notice of 229 Boundary Revision for the Argonne National Laboratory (ANL),2021-28147,Notice of 229 boundary revision for the Argonne National Laboratory.,2021-12-28,https://www.govinfo.gov/content/pkg/FR-2021-12-28/pdf/2021-28147.pdf,"Notice is hereby given that the Department of Energy (DOE), pursuant to the Atomic Energy Act of 1954, as amended, as implemented by DOE's regulations regarding Trespassing on DOE property which published in the Federal Register on October 31, 1969, prohibits the unauthorized entry, and the unauthorized introduction of weapons or dangerous materials, into or upon the following described facility of the ANL of the DOE.","Notice is hereby given that the Department of Energy (DOE), pursuant to the Atomic Energy Act of 1954, as amended, as implemented by DOE's regulations regarding Trespassing on DOE property which published in the Federal Register on October 31, 1969,...",,"This action is effective on December 28, 2021.",2,73748,73749,,Energy Department,136,https://www.federalregister.gov/agencies/energy-department,None,energy-department,,
"Environmental Management Site-Specific Advisory Board, Hanford",2021-28198,Notice of open virtual meeting.,2021-12-28,https://www.govinfo.gov/content/pkg/FR-2021-12-28/pdf/2021-28198.pdf,"This notice announces an online virtual meeting of the Environmental Management Site-Specific Advisory Board (EM SSAB), Hanford. The Federal Advisory Committee Act requires that public notice of this online virtual meeting be announced in the Federal Register.","This notice announces an online virtual meeting of the Environmental Management Site-Specific Advisory Board (EM SSAB), Hanford. The Federal Advisory Committee Act requires that public notice of this online virtual meeting be announced in the Federal...",,"Wednesday, January 19, 2022; 11:00 a.m.-1:00 p.m.",1,73749,73749,,Energy Department,136,https://www.federalregister.gov/agencies/energy-department,None,energy-department,,
President's Council of Advisors on Science and Technology,2021-28208,Notice of open virtual meeting.,2021-12-28,https://www.govinfo.gov/content/pkg/FR-2021-12-28/pdf/2021-28208.pdf,This notice announces an open meeting of the President's Council of Advisors on Science and Technology (PCAST). The Federal Advisory Committee Act (FACA) requires that public notice of these meetings be announced in the Federal Register.,This notice announces an open meeting of the President's Council of Advisors on Science and Technology (PCAST). The Federal Advisory Committee Act (FACA) requires that public notice of these meetings be announced in the Federal Register.,,"Thursday January 20, 2022; 3:00 p.m. to 5:00 p.m. ET Friday January 21, 2022; 2:45 p.m. to 5:00 p.m. ET",2,73749,73750,,Energy Department,136,https://www.federalregister.gov/agencies/energy-department,None,energy-department,,
"Application To Export Electric Energy; SociVolta, Inc.",2021-28200,Notice of application.,2021-12-28,https://www.govinfo.gov/content/pkg/FR-2021-12-28/pdf/2021-28200.pdf,"SociVolta, Inc. (Applicant or SociVolta) has applied for authorization to transmit electric energy from the United States to Mexico pursuant to the Federal Power Act.","SociVolta, Inc. (Applicant or SociVolta) has applied for authorization to transmit electric energy from the United States to Mexico pursuant to the Federal Power Act.",,"Comments, protests, or motions to intervene must be submitted on or before January 27, 2022.",1,73750,73750,,Energy Department,136,https://www.federalregister.gov/agencies/energy-department,None,energy-department,,
Petition of the Liquids Shippers Group for Expedited Order Directing Compliance With Form No. 6 Reporting Requirements; Notice of Petition,2021-28204,,2021-12-28,https://www.govinfo.gov/content/pkg/FR-2021-12-28/pdf/2021-28204.pdf,,,,"5:00 p.m. Eastern time on January 13, 2022.",2,73750,73751,,"Energy Department, Federal Energy Regulatory Commission","136, 167","https://www.federalregister.gov/agencies/energy-department, https://www.federalregister.gov/agencies/federal-energy-regulatory-commission","None, 136","energy-department, federal-energy-regulatory-commission",,
Combined Notice of Filings #1,2021-28209,,2021-12-28,https://www.govinfo.gov/content/pkg/FR-2021-12-28/pdf/2021-28209.pdf,,,,12/20/21.,2,73751,73752,,"Energy Department, Federal Energy Regulatory Commission","136, 167","https://www.federalregister.gov/agencies/energy-department, https://www.federalregister.gov/agencies/federal-energy-regulatory-commission","None, 136","energy-department, federal-energy-regulatory-commission",,
"PacifiCorp; Notice of Preliminary Permit Application Accepted for Filing and Soliciting Comments, Motions To Intervene, and Competing Applications",2021-28203,,2021-12-28,https://www.govinfo.gov/content/pkg/FR-2021-12-28/pdf/2021-28203.pdf,,,,,1,73752,73752,,"Energy Department, Federal Energy Regulatory Commission","136, 167","https://www.federalregister.gov/agencies/energy-department, https://www.federalregister.gov/agencies/federal-energy-regulatory-commission","None, 136","energy-department, federal-energy-regulatory-commission",,
Commission Information Collection Activity (FERC-725B4); Comment Request; Extension,2021-28206,Notice of information collection and request for comments.,2021-12-28,https://www.govinfo.gov/content/pkg/FR-2021-12-28/pdf/2021-28206.pdf,"In compliance with the requirements of the Paperwork Reduction Act of 1995, the Federal Energy Regulatory Commission (Commission or FERC) is soliciting public comment on the information collection requirements associated with Reliability Standards CIP-004-7 and CIP- 011-3 in Docket No. RD21-6-000. The burden for the requirements will be included in FERC-725B4 (Mandatory Reliability Standards for Critical Infrastructure Protection [CIP] Reliability Standards).","In compliance with the requirements of the Paperwork Reduction Act of 1995, the Federal Energy Regulatory Commission (Commission or FERC) is soliciting public comment on the information collection requirements associated with Reliability Standards...",,"Comments on the collections of information are due February 28, 2022.",3,73752,73754,,"Energy Department, Federal Energy Regulatory Commission","136, 167","https://www.federalregister.gov/agencies/energy-department, https://www.federalregister.gov/agencies/federal-energy-regulatory-commission","None, 136","energy-department, federal-energy-regulatory-commission",,
"PacifiCorp; Notice of Preliminary Permit Application Accepted for Filing and Soliciting Comments, Motions To Intervene, and Competing Applications",2021-28207,,2021-12-28,https://www.govinfo.gov/content/pkg/FR-2021-12-28/pdf/2021-28207.pdf,,,,,1,73754,73754,,"Energy Department, Federal Energy Regulatory Commission","136, 167","https://www.federalregister.gov/agencies/energy-department, https://www.federalregister.gov/agencies/federal-energy-regulatory-commission","None, 136","energy-department, federal-energy-regulatory-commission",,
Records Governing Off-the-Record Communications; Public Notice,2021-28201,,2021-12-28,https://www.govinfo.gov/content/pkg/FR-2021-12-28/pdf/2021-28201.pdf,,,,,2,73754,73755,,"Energy Department, Federal Energy Regulatory Commission","136, 167","https://www.federalregister.gov/agencies/energy-department, https://www.federalregister.gov/agencies/federal-energy-regulatory-commission","None, 136","energy-department, federal-energy-regulatory-commission",,
Golden Pass LNG Terminal LLC; Notice of Schedule for the Preparation of an Environmental Assessment for the Golden Pass LNG Export Variance Request No. 15 Amendment Project,2021-28210,,2021-12-28,https://www.govinfo.gov/content/pkg/FR-2021-12-28/pdf/2021-28210.pdf,,,,,2,73755,73756,,"Energy Department, Federal Energy Regulatory Commission","136, 167","https://www.federalregister.gov/agencies/energy-department, https://www.federalregister.gov/agencies/federal-energy-regulatory-commission","None, 136","energy-department, federal-energy-regulatory-commission",,
Combined Notice of Filings,2021-28202,,2021-12-28,https://www.govinfo.gov/content/pkg/FR-2021-12-28/pdf/2021-28202.pdf,,,,12/20/2021.,1,73756,73756,,"Energy Department, Federal Energy Regulatory Commission","136, 167","https://www.federalregister.gov/agencies/energy-department, https://www.federalregister.gov/agencies/federal-energy-regulatory-commission","None, 136","energy-department, federal-energy-regulatory-commission",,
Announcing Upcoming Virtual Meeting on Biofuel Greenhouse Gas Modeling,2021-28079,Notice.,2021-12-28,https://www.govinfo.gov/content/pkg/FR-2021-12-28/pdf/2021-28079.pdf,"The Environmental Protection Agency announces an upcoming workshop on biofuel greenhouse gas (GHG) modeling. This is a virtual meeting and open to the public. The purpose of this workshop is to solicit information on the current scientific understanding of greenhouse gas modeling of land-based biofuels used in the transportation sector. The information gathered as part of this workshop will be used to inform a range of current and future actions, including EPA's methodology for quantifying the greenhouse gas emissions under the Renewable Fuels Standard. Through this workshop, we will initiate a public process for getting input on (i) how to incorporate the best available science into an update of our lifecycle analysis (LCA) of biofuels, and (ii) what steps EPA should take next in this work area. The meeting is being conducted by EPA's Office of Transportation and Air Quality in consultation with the U.S. Department of Agriculture and the Department of Energy.",The Environmental Protection Agency announces an upcoming workshop on biofuel greenhouse gas (GHG) modeling. This is a virtual meeting and open to the public. The purpose of this workshop is to solicit information on the current scientific...,,"EPA will hold a virtual public meeting on Monday, February 28, 2022 and Tuesday, March 1, 2022 from 12:00 p.m. to 4:00 p.m. Eastern Standard Time (EST) each day. Please monitor the website https:// www.epa.gov/renewable-fuel-standard-program/workshop-biofuel- greenhouse-gas-modeling for any changes to meeting logistics. The final meeting agenda will be posted on the website. In addition, EPA will be accepting comments related to the questions described in the Supplementary Information section below via the federal docketing system. Comments identified by docket ID number: OAR-2021-0921, must be received on or before April 01, 2022.",2,73756,73757,,Environmental Protection Agency,145,https://www.federalregister.gov/agencies/environmental-protection-agency,None,environmental-protection-agency,,
"Multi-Agency Radiation Survey and Site Investigation Manual, Revision 2; Reopening of the Comment Period",2021-28080,Notice of availability with request for public comment; reopening of public comment period.,2021-12-28,https://www.govinfo.gov/content/pkg/FR-2021-12-28/pdf/2021-28080.pdf,"On June 16, 2021, the Department of Defense (DoD), Department of Energy (DOE), Environmental Protection Agency (EPA) and the Nuclear Regulatory Commission (NRC) announced for public comment the availability of a draft revision document, entitled the ""Multi-Agency Radiation Survey and Site Investigation Manual"" (MARSSIM). A 90-day comment period was provided for the draft MARSSIM revision that expired on September 14, 2021. A request for an extension to the comment period has been received from several stakeholders. EPA is reopening the comment period for the draft manual for an additional 45 days.","On June 16, 2021, the Department of Defense (DoD), Department of Energy (DOE), Environmental Protection Agency (EPA) and the Nuclear Regulatory Commission (NRC) announced for public comment the availability of a draft revision document, entitled the...",,"The comment period for the draft MARSSIM revision has been reopened and now must be received on or before February 11, 2022.",3,73757,73759,,Environmental Protection Agency,145,https://www.federalregister.gov/agencies/environmental-protection-agency,None,environmental-protection-agency,,
Proposed Renewal Information Collection Request; Comment Request; EPA Program Information on Source Water Protection,2021-28152,Notice.,2021-12-28,https://www.govinfo.gov/content/pkg/FR-2021-12-28/pdf/2021-28152.pdf,"The U.S. Environmental Protection Agency (EPA) is planning to submit an information collection request (ICR) for EPA Program Information on Source Water Protection (OMB Control No. 2040-0197) to the Office of Management and Budget (OMB) for review and approval in accordance with the Paperwork Reduction Act (PRA). Before doing so, EPA is soliciting public comments on specific aspects of the proposed information collection as described in this document. This is a proposed extension of the existing ICR, which is approved through July 31, 2022. An agency may not conduct or sponsor, and a person is not required to respond to, a collection of information unless it displays a currently valid OMB control number.",The U.S. Environmental Protection Agency (EPA) is planning to submit an information collection request (ICR) for EPA Program Information on Source Water Protection (OMB Control No. 2040-0197) to the Office of Management and Budget (OMB) for review and...,,"Comments must be submitted on or before February 28, 2022.",2,73759,73760,,Environmental Protection Agency,145,https://www.federalregister.gov/agencies/environmental-protection-agency,None,environmental-protection-agency,,
Certain New Chemicals; Receipt and Status Information for November 2021,2021-28085,Notice.,2021-12-28,https://www.govinfo.gov/content/pkg/FR-2021-12-28/pdf/2021-28085.pdf,"EPA is required under the Toxic Substances Control Act (TSCA) to make information publicly available and to publish information in the Federal Register pertaining to submissions under TSCA Section 5, including notice of receipt of a Premanufacture notice (PMN), Significant New Use Notice (SNUN) or Microbial Commercial Activity Notice (MCAN), including an amended notice or test information; an exemption application (Biotech exemption); an application for a test marketing exemption (TME), both pending and/or concluded; a notice of commencement (NOC) of manufacture (including import) for new chemical substances; and a periodic status report on new chemical substances that are currently under EPA review or have recently concluded review. This document covers the period from 11/01/2021 to 11/30/2021.","EPA is required under the Toxic Substances Control Act (TSCA) to make information publicly available and to publish information in the Federal Register pertaining to submissions under TSCA Section 5, including notice of receipt of a Premanufacture...",,"Comments identified by the specific case number provided in this document must be received on or before January 27, 2022.",5,73760,73764,,Environmental Protection Agency,145,https://www.federalregister.gov/agencies/environmental-protection-agency,None,environmental-protection-agency,,
EPA Administrator Determination Extends TRI Reporting Requirements to Certain Contract Sterilization Facilities; Notice of Availability,2021-28067,Notice.,2021-12-28,https://www.govinfo.gov/content/pkg/FR-2021-12-28/pdf/2021-28067.pdf,"The Environmental Protection Agency (EPA) is announcing the extension of the Toxics Release Inventory (TRI) reporting requirements to certain contract sterilization facilities under its discretionary authority through the Emergency Planning and Community Right-to-Know Act (EPCRA). Pursuant to this authority, EPA decided to extend the reporting requirements for ethylene oxide releases and other waste management activities to 29 contract sterilization facilities; and to extend the reporting requirements for ethylene glycol to 16 of those facilities. EPA is applying this discretionary authority in response to concerns over potential health effects of ethylene oxide exposure and in support of the public's right-to-know.",The Environmental Protection Agency (EPA) is announcing the extension of the Toxics Release Inventory (TRI) reporting requirements to certain contract sterilization facilities under its discretionary authority through the Emergency Planning and...,,,3,73764,73766,,Environmental Protection Agency,145,https://www.federalregister.gov/agencies/environmental-protection-agency,None,environmental-protection-agency,,
Notice of the FDIC's Response to Exception Requests Pursuant to Recordkeeping for Timely Deposit Insurance Determination,2021-28143,Notice of the FDIC's response to exception requests pursuant to the recordkeeping for timely deposit insurance determination rule.,2021-12-28,https://www.govinfo.gov/content/pkg/FR-2021-12-28/pdf/2021-28143.pdf,"In accordance with its rule regarding recordkeeping for timely deposit insurance determination, the FDIC is providing notice that it has granted time-limited exception relief to two covered institutions from the information technology system and recordkeeping requirements applicable to official items (subject accounts) in order for those covered institutions to integrate certain information technology systems that hold the requisite information to calculate deposit insurance in accordance with part 370.","In accordance with its rule regarding recordkeeping for timely deposit insurance determination, the FDIC is providing notice that it has granted time-limited exception relief to two covered institutions from the information technology system and...",,"The FDIC's grant of exception relief is effective as of December 20, 2021.",2,73766,73767,,Federal Deposit Insurance Corporation,164,https://www.federalregister.gov/agencies/federal-deposit-insurance-corporation,None,federal-deposit-insurance-corporation,,
Proposed Collection; Comment Request,2021-28052,60-Day notice of submission of information collection for approval from the Office of Management and Budget.,2021-12-28,https://www.govinfo.gov/content/pkg/FR-2021-12-28/pdf/2021-28052.pdf,"In accordance with the requirements of the Paperwork Reduction Act of 1995 (PRA), the Federal Housing Finance Agency (FHFA) is seeking public comments concerning an information collection known as the ""American Survey of Mortgage Borrowers,"" which has been assigned control number 2590-0015 by the Office of Management and Budget (OMB). FHFA intends to submit the information collection to OMB for review and approval of a three-year extension of the control number, which expired on March 31, 2021.","In accordance with the requirements of the Paperwork Reduction Act of 1995 (PRA), the Federal Housing Finance Agency (FHFA) is seeking public comments concerning an information collection known as the ""American Survey of Mortgage Borrowers,"" which has...",,"Interested persons may submit comments on or before February 28, 2022.",15,73770,73784,,Federal Housing Finance Agency,174,https://www.federalregister.gov/agencies/federal-housing-finance-agency,None,federal-housing-finance-agency,,
"Formations of, Acquisitions by, and Mergers of Bank Holding Companies",2021-28194,,2021-12-28,https://www.govinfo.gov/content/pkg/FR-2021-12-28/pdf/2021-28194.pdf,,,,,1,73784,73784,,Federal Reserve System,188,https://www.federalregister.gov/agencies/federal-reserve-system,None,federal-reserve-system,,
"Formations of, Acquisitions by, and Mergers of Bank Holding Companies",2021-28195,,2021-12-28,https://www.govinfo.gov/content/pkg/FR-2021-12-28/pdf/2021-28195.pdf,,,,,1,73784,73784,,Federal Reserve System,188,https://www.federalregister.gov/agencies/federal-reserve-system,None,federal-reserve-system,,
Change in Bank Control Notices; Acquisitions of Shares of a Bank or Bank Holding Company,2021-28131,,2021-12-28,https://www.govinfo.gov/content/pkg/FR-2021-12-28/pdf/2021-28131.pdf,,,,,2,73784,73785,,Federal Reserve System,188,https://www.federalregister.gov/agencies/federal-reserve-system,None,federal-reserve-system,,
Federal Management Regulation (FMR); Persons Who Are Nursing in Public Buildings,2021-28130,Notice.,2021-12-28,https://www.govinfo.gov/content/pkg/FR-2021-12-28/pdf/2021-28130.pdf,"GSA is issuing a bulletin for the FMR, titled ""Persons who are Nursing in Public Buildings."" This bulletin supplements a previous bulletin on the subject, and clarifies space requirements and availability of lactation spaces in public buildings for both Federal employees and members of the public.","GSA is issuing a bulletin for the FMR, titled ""Persons who are Nursing in Public Buildings."" This bulletin supplements a previous bulletin on the subject, and clarifies space requirements and availability of lactation spaces in public buildings for...",,"Applicable: December 28, 2021.",1,73785,73785,,General Services Administration,210,https://www.federalregister.gov/agencies/general-services-administration,None,general-services-administration,,
Agency Information Collection Activities: Submission for OMB Review; Comment Request,2021-28216,Notice.,2021-12-28,https://www.govinfo.gov/content/pkg/FR-2021-12-28/pdf/2021-28216.pdf,"The Centers for Medicare & Medicaid Services (CMS) is announcing an opportunity for the public to comment on CMS' intention to collect information from the public. Under the Paperwork Reduction Act of 1995 (PRA), federal agencies are required to publish notice in the Federal Register concerning each proposed collection of information, including each proposed extension or reinstatement of an existing collection of information, and to allow a second opportunity for public comment on the notice. Interested persons are invited to send comments regarding the burden estimate or any other aspect of this collection of information, including the necessity and utility of the proposed information collection for the proper performance of the agency's functions, the accuracy of the estimated burden, ways to enhance the quality, utility, and clarity of the information to be collected, and the use of automated collection techniques or other forms of information technology to minimize the information collection burden.","The Centers for Medicare & Medicaid Services (CMS) is announcing an opportunity for the public to comment on CMS' intention to collect information from the public. Under the Paperwork Reduction Act of 1995 (PRA), federal agencies are required to...",,"Comments on the collection(s) of information must be received by the OMB desk officer by January 27, 2022.",2,73785,73786,,"Health and Human Services Department, Centers for Medicare & Medicaid Services","221, 45","https://www.federalregister.gov/agencies/health-and-human-services-department, https://www.federalregister.gov/agencies/centers-for-medicare-medicaid-services","None, 221","health-and-human-services-department, centers-for-medicare-medicaid-services",,
Agency Information Collection Activities: Proposed Collection; Comment Request,2021-28217,Notice.,2021-12-28,https://www.govinfo.gov/content/pkg/FR-2021-12-28/pdf/2021-28217.pdf,"The Centers for Medicare & Medicaid Services (CMS) is announcing an opportunity for the public to comment on CMS' intention to collect information from the public. Under the Paperwork Reduction Act of 1995 (the PRA), federal agencies are required to publish notice in the Federal Register concerning each proposed collection of information (including each proposed extension or reinstatement of an existing collection of information) and to allow 60 days for public comment on the proposed action. Interested persons are invited to send comments regarding our burden estimates or any other aspect of this collection of information, including the necessity and utility of the proposed information collection for the proper performance of the agency's functions, the accuracy of the estimated burden, ways to enhance the quality, utility, and clarity of the information to be collected, and the use of automated collection techniques or other forms of information technology to minimize the information collection burden.","The Centers for Medicare & Medicaid Services (CMS) is announcing an opportunity for the public to comment on CMS' intention to collect information from the public. Under the Paperwork Reduction Act of 1995 (the PRA), federal agencies are required to...",,"Comments must be received by February 28, 2022.",2,73786,73787,,"Health and Human Services Department, Centers for Medicare & Medicaid Services","221, 45","https://www.federalregister.gov/agencies/health-and-human-services-department, https://www.federalregister.gov/agencies/centers-for-medicare-medicaid-services","None, 221","health-and-human-services-department, centers-for-medicare-medicaid-services",,
Proposed Information Collection Activity; State Access and Visitation Grant Application (OMB #0970-0482),2021-28060,Request for public comment.,2021-12-28,https://www.govinfo.gov/content/pkg/FR-2021-12-28/pdf/2021-28060.pdf,"The federal Office of Child Support Enforcement (OCSE), Administration for Children and Families (ACF), U.S. Department of Health and Human Services (HHS) is requesting a 3-year extension of the State Access and Visitation Grant Application (OMB #0970-0482, expiration 5/31/2022). There are changes requested to the form.","The federal Office of Child Support Enforcement (OCSE), Administration for Children and Families (ACF), U.S. Department of Health and Human Services (HHS) is requesting a 3-year extension of the State Access and Visitation Grant Application (OMB...",,"Comments due within 60 days of publication. In compliance with the requirements of the Paperwork Reduction Act of 1995, ACF is soliciting public comment on the specific aspects of the information collection described above.",2,73787,73788,,"Health and Human Services Department, Children and Families Administration","221, 49","https://www.federalregister.gov/agencies/health-and-human-services-department, https://www.federalregister.gov/agencies/children-and-families-administration","None, 221","health-and-human-services-department, children-and-families-administration",,
Privacy Act of 1974; Matching Program,2021-28211,Notice of a new matching program.,2021-12-28,https://www.govinfo.gov/content/pkg/FR-2021-12-28/pdf/2021-28211.pdf,"The Department of Health and Human Services (HHS), Administration for Children and Families (ACF), Office of Child Support Enforcement (OCSE) is providing notice of a re-established matching program between HHS/ACF/OCSE and state agencies administering the Supplemental Nutrition Assistance Program (SNAP). The matching program compares state SNAP agency records with new hire, quarterly wage, and unemployment insurance information maintained in the National Directory of New Hires (NDNH). The outcomes of the comparisons help state agencies with establishing or verifying eligibility for applicants and recipients of SNAP benefits, reducing SNAP benefit errors, and maintaining program integrity.","The Department of Health and Human Services (HHS), Administration for Children and Families (ACF), Office of Child Support Enforcement (OCSE) is providing notice of a re-established matching program between HHS/ACF/OCSE and state agencies administering...",,"The deadline for comments on this notice is January 27, 2022. The re-established matching program will commence no sooner than 30 days after publication of this notice, provided no comments are received that warrant a change to this notice. The matching program will be conducted for an initial term of 18 months (from approximately February 16, 2022, through August 15, 2023), and within 3 months of expiration, may be renewed for one additional year if the parties make no change to the matching program and certify that the program has been conducted in compliance with the agreement.",2,73788,73789,,"Health and Human Services Department, Children and Families Administration","221, 49","https://www.federalregister.gov/agencies/health-and-human-services-department, https://www.federalregister.gov/agencies/children-and-families-administration","None, 221","health-and-human-services-department, children-and-families-administration",,
