document_title,document_number,action,publication_date,pdf_url,abstract,excerpts,topics,dates,page_length,start_page,end_page,significant,agency_names,agency_ids,agency_urls,agency_parent_ids,agency_slugs,cfr_titles,cfr_parts
Meeting of the Advisory Committee on Training in Primary Care Medicine and Dentistry,2020-28919,Notice.,2020-12-31,https://www.govinfo.gov/content/pkg/FR-2020-12-31/pdf/2020-28919.pdf,"In accordance with the Federal Advisory Committee Act, this notice announces that the Advisory Committee on Training in Primary Care Medicine and Dentistry (ACTPCMD) will hold public meetings for the 2021 calendar year (CY). Information about ACTPCMD, agendas, and materials for these meetings can be found on the ACTPCMD website at https://www.hrsa.gov/advisory-committees/primarycare-dentist/ index.html.","In accordance with the Federal Advisory Committee Act, this notice announces that the Advisory Committee on Training in Primary Care Medicine and Dentistry (ACTPCMD) will hold public meetings for the 2021 calendar year (CY). Information about ACTPCMD,...",,ACTPCMD meetings will be held on,1,86939,86939,,"Health and Human Services Department, Health Resources and Services Administration","221, 222","https://www.federalregister.gov/agencies/health-and-human-services-department, https://www.federalregister.gov/agencies/health-resources-and-services-administration","None, 221","health-and-human-services-department, health-resources-and-services-administration",,
Meeting of the National Advisory Council on Nurse Education and Practice,2020-28920,Notice.,2020-12-31,https://www.govinfo.gov/content/pkg/FR-2020-12-31/pdf/2020-28920.pdf,"In accordance with the Federal Advisory Committee Act, this notice announces that the National Advisory Council on Nurse Education and Practice (NACNEP) will hold public meetings for the 2021 calendar year (CY). Information about NACNEP, agendas, and materials for these meetings can be found on the NACNEP website at https://www.hrsa.gov/ advisory-committees/nursing/index.html.","In accordance with the Federal Advisory Committee Act, this notice announces that the National Advisory Council on Nurse Education and Practice (NACNEP) will hold public meetings for the 2021 calendar year (CY). Information about NACNEP, agendas, and...",,NACNEP meetings will be held on,2,86939,86940,,"Health and Human Services Department, Health Resources and Services Administration","221, 222","https://www.federalregister.gov/agencies/health-and-human-services-department, https://www.federalregister.gov/agencies/health-resources-and-services-administration","None, 221","health-and-human-services-department, health-resources-and-services-administration",,
National Institute of General Medical Sciences; Notice of Meeting,2020-28902,,2020-12-31,https://www.govinfo.gov/content/pkg/FR-2020-12-31/pdf/2020-28902.pdf,,,,"September 1-2, 2021.",2,86940,86941,,"Health and Human Services Department, National Institutes of Health","221, 353","https://www.federalregister.gov/agencies/health-and-human-services-department, https://www.federalregister.gov/agencies/national-institutes-of-health","None, 221","health-and-human-services-department, national-institutes-of-health",,
Center for Scientific Review; Notice of Closed Meetings,2020-28936,,2020-12-31,https://www.govinfo.gov/content/pkg/FR-2020-12-31/pdf/2020-28936.pdf,,,,"January 28-29, 2021.",1,86941,86941,,"Health and Human Services Department, National Institutes of Health","221, 353","https://www.federalregister.gov/agencies/health-and-human-services-department, https://www.federalregister.gov/agencies/national-institutes-of-health","None, 221","health-and-human-services-department, national-institutes-of-health",,
National Institute of Diabetes and Digestive and Kidney Diseases; Notice of Closed Meeting,2020-28935,,2020-12-31,https://www.govinfo.gov/content/pkg/FR-2020-12-31/pdf/2020-28935.pdf,,,,"February 25, 2021.",1,86941,86941,,"Health and Human Services Department, National Institutes of Health","221, 353","https://www.federalregister.gov/agencies/health-and-human-services-department, https://www.federalregister.gov/agencies/national-institutes-of-health","None, 221","health-and-human-services-department, national-institutes-of-health",,
National Institute on Deafness and Other Communication Disorders; Notice of Closed Meetings,2020-28903,,2020-12-31,https://www.govinfo.gov/content/pkg/FR-2020-12-31/pdf/2020-28903.pdf,,,,"February 11-12, 2021.",1,86942,86942,,"Health and Human Services Department, National Institutes of Health","221, 353","https://www.federalregister.gov/agencies/health-and-human-services-department, https://www.federalregister.gov/agencies/national-institutes-of-health","None, 221","health-and-human-services-department, national-institutes-of-health",,
National Institute of General Medical Sciences; Notice of Meeting,2020-28934,,2020-12-31,https://www.govinfo.gov/content/pkg/FR-2020-12-31/pdf/2020-28934.pdf,,,,"May 12-13, 2021.",1,86942,86942,,"Health and Human Services Department, National Institutes of Health","221, 353","https://www.federalregister.gov/agencies/health-and-human-services-department, https://www.federalregister.gov/agencies/national-institutes-of-health","None, 221","health-and-human-services-department, national-institutes-of-health",,
Agency Information Collection Activities: Submission for OMB Review; Comment Request,2020-28921,,2020-12-31,https://www.govinfo.gov/content/pkg/FR-2020-12-31/pdf/2020-28921.pdf,,,,,2,86942,86943,,"Health and Human Services Department, Substance Abuse and Mental Health Services Administration","221, 479","https://www.federalregister.gov/agencies/health-and-human-services-department, https://www.federalregister.gov/agencies/substance-abuse-and-mental-health-services-administration","None, 221","health-and-human-services-department, substance-abuse-and-mental-health-services-administration",,
New Dates for the April and October 2021 Customs Broker's License Examinations,2020-28966,General notice.,2020-12-31,https://www.govinfo.gov/content/pkg/FR-2020-12-31/pdf/2020-28966.pdf,This document announces that U.S. Customs and Border Protection has changed the dates on which the semi-annual examination for an individual broker's license will be held in April and October 2021.,This document announces that U.S. Customs and Border Protection has changed the dates on which the semi-annual examination for an individual broker's license will be held in April and October 2021.,,"The customs broker's license examination scheduled for April 2021 will be held on Wednesday, April 21, 2021, and the customs broker's license examination scheduled for October 2021 will be held on Thursday, October 21, 2021.",2,86943,86944,,"Homeland Security Department, U.S. Customs and Border Protection","227, 501","https://www.federalregister.gov/agencies/homeland-security-department, https://www.federalregister.gov/agencies/u-s-customs-and-border-protection","None, 227","homeland-security-department, u-s-customs-and-border-protection",,
Meeting To Implement Pandemic Response Voluntary Agreement Under Section 708 of the Defense Production Act,2020-29054,Announcement of meeting.,2020-12-31,https://www.govinfo.gov/content/pkg/FR-2020-12-31/pdf/2020-29054.pdf,The Federal Emergency Management Agency (FEMA) held a meeting remotely via web conference to implement the Voluntary Agreement for the Manufacture and Distribution of Critical Healthcare Resources Necessary to Respond to a Pandemic.,The Federal Emergency Management Agency (FEMA) held a meeting remotely via web conference to implement the Voluntary Agreement for the Manufacture and Distribution of Critical Healthcare Resources Necessary to Respond to a Pandemic.,,"The meeting took place on Monday, December 21, 2020, from 11 a.m. to 12:30 p.m. Eastern Time (ET).",2,86944,86945,,"Homeland Security Department, Federal Emergency Management Agency","227, 166","https://www.federalregister.gov/agencies/homeland-security-department, https://www.federalregister.gov/agencies/federal-emergency-management-agency","None, 227","homeland-security-department, federal-emergency-management-agency",,
Agency Information Collection Activities: Proposed Collection; Comment Request; Request for Federal Assistance Form-How To Process Mission Assignments in Federal Disaster Operations,2020-28926,60-Day notice and request for comments.,2020-12-31,https://www.govinfo.gov/content/pkg/FR-2020-12-31/pdf/2020-28926.pdf,"The Federal Emergency Management Agency, as part of its continuing effort to reduce paperwork and respondent burden, invites the general public to take this opportunity to comment on a revision of a currently approved information collection. In accordance with the Paperwork Reduction Act of 1995, this notice seeks comments concerning the collection of information necessary to allow FEMA to support the needs of State, Tribes, and Territories during disaster situation through the use of other Federal agency resources.","The Federal Emergency Management Agency, as part of its continuing effort to reduce paperwork and respondent burden, invites the general public to take this opportunity to comment on a revision of a currently approved information collection. In...",,"Comments must be submitted on or before March 1, 2021.",2,86945,86946,,"Homeland Security Department, Federal Emergency Management Agency","227, 166","https://www.federalregister.gov/agencies/homeland-security-department, https://www.federalregister.gov/agencies/federal-emergency-management-agency","None, 227","homeland-security-department, federal-emergency-management-agency",,
Agency Information Collection Activities; Withdrawal of 60-Day Notice: Consideration of Deferred Action for Childhood Arrivals,2020-28924,Notice; withdrawal.,2020-12-31,https://www.govinfo.gov/content/pkg/FR-2020-12-31/pdf/2020-28924.pdf,"The Department of Homeland Security (DHS), U.S. Citizenship and Immigration Services (USCIS) is withdrawing the Federal Register Notice published on November 13, 2020.","The Department of Homeland Security (DHS), U.S. Citizenship and Immigration Services (USCIS) is withdrawing the Federal Register Notice published on November 13, 2020.",,"December 31, 2020.",1,86946,86946,,"Homeland Security Department, U.S. Citizenship and Immigration Services","227, 499","https://www.federalregister.gov/agencies/homeland-security-department, https://www.federalregister.gov/agencies/u-s-citizenship-and-immigration-services","None, 227","homeland-security-department, u-s-citizenship-and-immigration-services",,
"Seamless Carbon and Alloy Steel Standard, Line, and Pressure Pipe From Czechia, Korea, Russia, and Ukraine; Scheduling of the Final Phase of Countervailing Duty and Antidumping Duty Investigations",2020-28986,Notice.,2020-12-31,https://www.govinfo.gov/content/pkg/FR-2020-12-31/pdf/2020-28986.pdf,"The Commission hereby gives notice of the scheduling of the final phase of antidumping and countervailing duty investigation Nos. 701-TA-654-655 and 731-TA-1529-1532 (Final) pursuant to the Tariff Act of 1930 (""the Act"") to determine whether an industry in the United States is materially injured or threatened with material injury, or the establishment of an industry in the United States is materially retarded, by reason of imports of seamless carbon and alloy steel standard, line, and pressure pipe from Czechia, Korea, Russia, and Ukraine, provided for in subheading 7304.19.10, 7304.19.50, 7304.31.60, 7304.39.00, 7304.51.50, 7304.59.60, and 7304.59.80 of the Harmonized Tariff Schedule of the United States, for which imports from Czechia have been preliminarily determined by the Department of Commerce (""Commerce"") to be sold at less-than-fair-value, imports from Korea and Russia have been preliminarily determined by Commerce to be subsidized by the Governments of Korea and Russia, and imports from Korea, Russia, and Ukraine are alleged to be sold at less-than-fair- value.","The Commission hereby gives notice of the scheduling of the final phase of antidumping and countervailing duty investigation Nos. 701-TA-654-655 and 731-TA-1529-1532 (Final) pursuant to the Tariff Act of 1930 (""the Act"") to determine whether an...",,"December 15, 2020.",3,86946,86948,,International Trade Commission,262,https://www.federalregister.gov/agencies/international-trade-commission,None,international-trade-commission,,
Objective Factors for Classifying Weapons With “Stabilizing Braces”; Withdrawal of Guidance,2020-28930,Notice; withdrawal.,2020-12-31,https://www.govinfo.gov/content/pkg/FR-2020-12-31/pdf/2020-28930.pdf,"The Bureau of Alcohol, Tobacco, Firearms, and Explosives (""ATF"") is announcing the withdrawal of a notice and request for comments entitled ""Objective Factors for Classifying Weapons with `Stabilizing Braces',"" that was published on December 18, 2020.","The Bureau of Alcohol, Tobacco, Firearms, and Explosives (""ATF"") is announcing the withdrawal of a notice and request for comments entitled ""Objective Factors for Classifying Weapons with `Stabilizing Braces',"" that was published on December 18, 2020.",,"The withdrawal is effective December 31, 2020.",1,86948,86948,,"Justice Department, Alcohol, Tobacco, Firearms, and Explosives Bureau","268, 19","https://www.federalregister.gov/agencies/justice-department, https://www.federalregister.gov/agencies/alcohol-tobacco-firearms-and-explosives-bureau","None, 268","justice-department, alcohol-tobacco-firearms-and-explosives-bureau",,
"United States, et al. v. Harvard Pilgrim Health Care, Inc., et al.; Proposed Final Judgment and Competitive Impact Statement",2020-28905,,2020-12-31,https://www.govinfo.gov/content/pkg/FR-2020-12-31/pdf/2020-28905.pdf,,,,,18,86948,86965,,"Justice Department, Antitrust Division","268, 23","https://www.federalregister.gov/agencies/justice-department, https://www.federalregister.gov/agencies/antitrust-division","None, 268","justice-department, antitrust-division",,
Notice of Lodging of Proposed Consent Decree Under the Clean Water Act,2020-28923,,2020-12-31,https://www.govinfo.gov/content/pkg/FR-2020-12-31/pdf/2020-28923.pdf,,,,,2,86965,86966,,Justice Department,268,https://www.federalregister.gov/agencies/justice-department,None,justice-department,,
Agency Information Collection Activities; Submission for OMB Review; Comment Request; American Time Use Survey,2020-28955,Notice of availability; request for comments.,2020-12-31,https://www.govinfo.gov/content/pkg/FR-2020-12-31/pdf/2020-28955.pdf,The Department of Labor (DOL) is submitting this Bureau of Labor Statistics (BLS)-sponsored information collection request (ICR) to the Office of Management and Budget (OMB) for review and approval in accordance with the Paperwork Reduction Act of 1995 (PRA). Public comments on the ICR are invited.,The Department of Labor (DOL) is submitting this Bureau of Labor Statistics (BLS)-sponsored information collection request (ICR) to the Office of Management and Budget (OMB) for review and approval in accordance with the Paperwork Reduction Act of 1995...,,"The OMB will consider all written comments that agency receives on or before February 1, 2021.",2,86966,86967,,"Labor Department, ","271, ","https://www.federalregister.gov/agencies/labor-department, ","None, ","labor-department, ",,
Agency Information Collection Activities; Submission for OMB Review; Comment Request; Cognitive and Psychological Research,2020-28954,Notice of availability; request for comments.,2020-12-31,https://www.govinfo.gov/content/pkg/FR-2020-12-31/pdf/2020-28954.pdf,The Department of Labor (DOL) is submitting this Bureau of Labor Statistics (BLS)-sponsored information collection request (ICR) to the Office of Management and Budget (OMB) for review and approval in accordance with the Paperwork Reduction Act of 1995 (PRA). Public comments on the ICR are invited.,The Department of Labor (DOL) is submitting this Bureau of Labor Statistics (BLS)-sponsored information collection request (ICR) to the Office of Management and Budget (OMB) for review and approval in accordance with the Paperwork Reduction Act of 1995...,,"The OMB will consider all written comments that agency receives on or before February 1, 2021.",1,86967,86967,,"Labor Department, ","271, ","https://www.federalregister.gov/agencies/labor-department, ","None, ","labor-department, ",,
Alan T. Waterman Award Committee; Notice of Meeting,2020-28949,,2020-12-31,https://www.govinfo.gov/content/pkg/FR-2020-12-31/pdf/2020-28949.pdf,,,,,2,86967,86968,,National Science Foundation,366,https://www.federalregister.gov/agencies/national-science-foundation,None,national-science-foundation,,
"Information Collection: NRC Form 149, “OCFO Invitational Traveler Request Form”",2020-28957,Notice of submission to the Office of Management and Budget; request for comment.,2020-12-31,https://www.govinfo.gov/content/pkg/FR-2020-12-31/pdf/2020-28957.pdf,"The U.S. Nuclear Regulatory Commission (NRC) has recently submitted a proposed collection of information to the Office of Management and Budget (OMB) for review. The information collection is entitled, NRC Form 149, ""OCFO Invitational Traveler Request Form.""","The U.S. Nuclear Regulatory Commission (NRC) has recently submitted a proposed collection of information to the Office of Management and Budget (OMB) for review. The information collection is entitled, NRC Form 149, ""OCFO Invitational Traveler Request...",,"Submit comments by February 1, 2021. Comments received after this date will be considered if it is practical to do so, but the Commission is able to ensure consideration only for comments received on or before this date.",2,86968,86969,,Nuclear Regulatory Commission,383,https://www.federalregister.gov/agencies/nuclear-regulatory-commission,None,nuclear-regulatory-commission,,
"Indiana Michigan Power Company; Donald C. Cook Nuclear Plant, Unit No. 2",2020-28988,"License amendment request; opportunity to provide comment, request a hearing, and petition for leave to intervene.",2020-12-31,https://www.govinfo.gov/content/pkg/FR-2020-12-31/pdf/2020-28988.pdf,"The Nuclear Regulatory Commission (NRC) is considering issuance of an amendment to Renewed Facility Operating License No. DPR- 74, issued to Indiana Michigan Power Company, for operation of the Donald C. Cook Nuclear Plant, Unit No. 2. (CNP-2). The proposed amendment would revise the CNP-2 technical specifications (TSs) to allow a one-time deferral of the requirement to inspect each steam generator (SG) from the spring of 2021 to the fall of 2022 refueling outage.","The Nuclear Regulatory Commission (NRC) is considering issuance of an amendment to Renewed Facility Operating License No. DPR- 74, issued to Indiana Michigan Power Company, for operation of the Donald C. Cook Nuclear Plant, Unit No. 2. (CNP-2). The...",,"Submit comments by February 1, 2021. Requests for a hearing or petition for leave to intervene must be filed by March 1, 2021.",4,86969,86972,,Nuclear Regulatory Commission,383,https://www.federalregister.gov/agencies/nuclear-regulatory-commission,None,nuclear-regulatory-commission,,
"Submission for Review: 3206-0143, Request to Disability Annuitant for Information on Physical Condition and Employment, RI 30-1",2020-28959,30-Day notice and request for comments.,2020-12-31,https://www.govinfo.gov/content/pkg/FR-2020-12-31/pdf/2020-28959.pdf,"Retirement Services, Office of Personnel Management (OPM) offers the general public and other federal agencies the opportunity to comment on a revised information collection request (ICR), RI 30-1-- Request to Disability Annuitant for Information on Physical Condition and Employment.","Retirement Services, Office of Personnel Management (OPM) offers the general public and other federal agencies the opportunity to comment on a revised information collection request (ICR), RI 30-1-- Request to Disability Annuitant for Information on...",,"Comments are encouraged and will be accepted until February 1, 2021.",2,86972,86973,,Personnel Management Office,406,https://www.federalregister.gov/agencies/personnel-management-office,None,personnel-management-office,,
New Postal Products,2020-28990,Notice.,2020-12-31,https://www.govinfo.gov/content/pkg/FR-2020-12-31/pdf/2020-28990.pdf,"The Commission is noticing a recent Postal Service filing for the Commission's consideration concerning a negotiated service agreement. This notice informs the public of the filing, invites public comment, and takes other administrative steps.","The Commission is noticing a recent Postal Service filing for the Commission's consideration concerning a negotiated service agreement. This notice informs the public of the filing, invites public comment, and takes other administrative steps.",,"Comments are due: January 5, 2021.",2,86973,86974,,Postal Regulatory Commission,409,https://www.federalregister.gov/agencies/postal-regulatory-commission,None,postal-regulatory-commission,,
Surrender of License of Small Business Investment Company,2020-28932,,2020-12-31,https://www.govinfo.gov/content/pkg/FR-2020-12-31/pdf/2020-28932.pdf,,,,,1,86974,86974,,Small Business Administration,468,https://www.federalregister.gov/agencies/small-business-administration,None,small-business-administration,,
Surrender of License of Small Business Investment Company,2020-28938,,2020-12-31,https://www.govinfo.gov/content/pkg/FR-2020-12-31/pdf/2020-28938.pdf,,,,,1,86974,86974,,Small Business Administration,468,https://www.federalregister.gov/agencies/small-business-administration,None,small-business-administration,,
"Merion Investment Partners II, L.P.; Surrender of License of Small Business Investment Company",2020-28933,,2020-12-31,https://www.govinfo.gov/content/pkg/FR-2020-12-31/pdf/2020-28933.pdf,,,,,1,86974,86974,,Small Business Administration,468,https://www.federalregister.gov/agencies/small-business-administration,None,small-business-administration,,
Surrender of License of Small Business Investment Company,2020-28939,,2020-12-31,https://www.govinfo.gov/content/pkg/FR-2020-12-31/pdf/2020-28939.pdf,,,,,1,86974,86974,,Small Business Administration,468,https://www.federalregister.gov/agencies/small-business-administration,None,small-business-administration,,
"The New York, Susquehanna and Western Railway Corporation-Abandonment Exemption-in Bergen County, N.J.",2020-28845,,2020-12-31,https://www.govinfo.gov/content/pkg/FR-2020-12-31/pdf/2020-28845.pdf,,,,,2,86974,86975,,Surface Transportation Board,481,https://www.federalregister.gov/agencies/surface-transportation-board,None,surface-transportation-board,,
Agency Information Collection Activities: Requests for Comments; Clearance of Renewed Approval of Information Collection: Protection of Voluntarily Submitted Information,2020-28953,Notice and request for comments.,2020-12-31,https://www.govinfo.gov/content/pkg/FR-2020-12-31/pdf/2020-28953.pdf,"In accordance with the Paperwork Reduction Act of 1995, FAA invites public comments about our intention to request the Office of Management and Budget (OMB) approval to renew an information collection. The Federal Register Notice with a 60-day comment period soliciting comments on the following collection of information was published on October 22, 2020. The collection involves protection of voluntarily submitted information. Part 193 of the Federal Aviation Administration (FAA) regulations provides that certain information submitted to the FAA on a voluntary basis is not to be disclosed. This part implements a statutory provision. The purpose of Part 193 is to encourage the aviation community to voluntarily share information with the FAA so that the agency may work cooperatively with industry to identify modifications to rules, policies, and procedures needed to improve safety, security, and efficiency of the National Airspace System (NAS). The information collection associated with Part 193 also supports the Department of Transportation's Strategic Goal of Safety and Security.","In accordance with the Paperwork Reduction Act of 1995, FAA invites public comments about our intention to request the Office of Management and Budget (OMB) approval to renew an information collection. The Federal Register Notice with a 60-day comment...",,"Written comments should be submitted by February 1, 2021.",2,86975,86976,,"Transportation Department, Federal Aviation Administration","492, 159","https://www.federalregister.gov/agencies/transportation-department, https://www.federalregister.gov/agencies/federal-aviation-administration","None, 492","transportation-department, federal-aviation-administration",,
"Petition for Exemption; Summary of Petition Received; General Atomics Aeronautical Systems, Incorporated",2020-28915,Notice.,2020-12-31,https://www.govinfo.gov/content/pkg/FR-2020-12-31/pdf/2020-28915.pdf,"This notice contains a summary of a petition seeking relief from specified requirements of Federal Aviation Regulations. The purpose of this notice is to improve the public's awareness of, and participation in, the FAA's exemption process. Neither publication of this notice nor the inclusion or omission of information in the summary is intended to affect the legal status of the petition or its final disposition.","This notice contains a summary of a petition seeking relief from specified requirements of Federal Aviation Regulations. The purpose of this notice is to improve the public's awareness of, and participation in, the FAA's exemption process. Neither...",,"Comments on this petition must identify the petition docket number and must be received on or before January 21, 2021.",2,86976,86977,,"Transportation Department, Federal Aviation Administration","492, 159","https://www.federalregister.gov/agencies/transportation-department, https://www.federalregister.gov/agencies/federal-aviation-administration","None, 492","transportation-department, federal-aviation-administration",,
Notice of Industry Meeting,2020-28916,Notice of public meeting.,2020-12-31,https://www.govinfo.gov/content/pkg/FR-2020-12-31/pdf/2020-28916.pdf,"The FAA is hosting a virtual industry day to introduce the Small Airport Surveillance Sensor (SASS) Project to the aviation community. The FAA will present and discuss the SASS Project vision, objectives, and project timelines. The SASS Industry Day will provide a platform for interested organizations to learn about the technical details of the SASS system, and to potentially collaborate on projects with the FAA on SASS.","The FAA is hosting a virtual industry day to introduce the Small Airport Surveillance Sensor (SASS) Project to the aviation community. The FAA will present and discuss the SASS Project vision, objectives, and project timelines. The SASS Industry Day...",,"The virtual meeting will be held on February 4, 2021, from 10:00 a.m. to 12:00 p.m. Eastern Time.",1,86977,86977,,"Transportation Department, Federal Aviation Administration","492, 159","https://www.federalregister.gov/agencies/transportation-department, https://www.federalregister.gov/agencies/federal-aviation-administration","None, 492","transportation-department, federal-aviation-administration",,
"Petition for Exemption; Summary of Petition Received; BlueSky Helicopters, Inc.",2020-28913,Notice.,2020-12-31,https://www.govinfo.gov/content/pkg/FR-2020-12-31/pdf/2020-28913.pdf,"This notice contains a summary of a petition seeking relief from specified requirements of Federal Aviation Regulations. The purpose of this notice is to improve the public's awareness of, and participation in, the FAA's exemption process. Neither publication of this notice nor the inclusion or omission of information in the summary is intended to affect the legal status of the petition or its final disposition.","This notice contains a summary of a petition seeking relief from specified requirements of Federal Aviation Regulations. The purpose of this notice is to improve the public's awareness of, and participation in, the FAA's exemption process. Neither...",,"Comments on this petition must identify the petition docket number and must be received on or before January 21, 2021.",1,86979,86979,,"Transportation Department, Federal Aviation Administration","492, 159","https://www.federalregister.gov/agencies/transportation-department, https://www.federalregister.gov/agencies/federal-aviation-administration","None, 492","transportation-department, federal-aviation-administration",,
"Petition for Exemption; Summary of Petition Received; Phoenix Air Unmanned, LLC",2020-28918,Notice.,2020-12-31,https://www.govinfo.gov/content/pkg/FR-2020-12-31/pdf/2020-28918.pdf,"This notice contains a summary of a petition seeking relief from specified requirements of Federal Aviation Regulations. The purpose of this notice is to improve the public's awareness of, and participation in, the FAA's exemption process. Neither publication of this notice nor the inclusion or omission of information in the summary is intended to affect the legal status of the petition or its final disposition.","This notice contains a summary of a petition seeking relief from specified requirements of Federal Aviation Regulations. The purpose of this notice is to improve the public's awareness of, and participation in, the FAA's exemption process. Neither...",,"Comments on this petition must identify the petition docket number and must be received on or before January 21, 2021.",2,86979,86980,,"Transportation Department, Federal Aviation Administration","492, 159","https://www.federalregister.gov/agencies/transportation-department, https://www.federalregister.gov/agencies/federal-aviation-administration","None, 492","transportation-department, federal-aviation-administration",,
"Exploring Industry Practices on Distribution and Display of Airline Fare, Schedule, and Availability Information",2020-28927,Notice of withdrawal of request for information.,2020-12-31,https://www.govinfo.gov/content/pkg/FR-2020-12-31/pdf/2020-28927.pdf,"The Department of Transportation (""Department"" or ""DOT"") is withdrawing a Request for Information (""RFI"") that solicited information on whether airline restrictions on the distribution or display of airline flight information harm consumers and constitute an unfair and deceptive business practice and/or an unfair method of competition.","The Department of Transportation (""Department"" or ""DOT"") is withdrawing a Request for Information (""RFI"") that solicited information on whether airline restrictions on the distribution or display of airline flight information harm consumers and...",,"December 31, 2020.",1,86983,86983,,"Transportation Department, ","492, ","https://www.federalregister.gov/agencies/transportation-department, ","None, ","transportation-department, ",,
Regional Infrastructure Accelerators Demonstration Program,2020-28284,Notice of funding opportunity (NOFO).,2020-12-31,https://www.govinfo.gov/content/pkg/FR-2020-12-31/pdf/2020-28284.pdf,"The Fixing America's Surface Transportation (FAST) Act, enacted in December 2015, authorized the establishment of a Regional Infrastructure Accelerators Demonstration Program (the Program) to assist entities in developing improved infrastructure priorities and financing strategies for the accelerated development of a project that is eligible for funding under the Transportation Infrastructure Finance and Innovation Act (TIFIA) Program under Chapter 6 of Title 23, United States Code. The Further Consolidated Appropriations Act, 2020, enacted on December 20, 2019, appropriated $5 million for this Program.","The Fixing America's Surface Transportation (FAST) Act, enacted in December 2015, authorized the establishment of a Regional Infrastructure Accelerators Demonstration Program (the Program) to assist entities in developing improved infrastructure...",,,8,86983,86990,,"Transportation Department, ","492, ","https://www.federalregister.gov/agencies/transportation-department, ","None, ","transportation-department, ",,
Notice of Submission of Proposed Information Collection to OMB; Agency Request for Revision of BTS Form 251 and Renewal of OMB Control Number 2138-0018: Part 250 of the Department's Economic Regulations-Oversales,2020-28798,Notice.,2020-12-31,https://www.govinfo.gov/content/pkg/FR-2020-12-31/pdf/2020-28798.pdf,"In accordance with the Paperwork Reduction Act of 1995 (PRA), this Notice confirms the Department of Transportation's (Department) intention to renew and revise an Office of Management and Budget (OMB) control number as related to the Department's Bureau of Transportation Statistics (BTS) Form 251, Report of Passengers Denied Confirmed Space. A 60-day comment period soliciting comments on the information collection was published on March 3, 2020. Three comments were received. The Department addresses those comments in this Notice and is seeking to renew the current OMB control number by forwarding the Information Collection Request (ICR) abstracted below to OMB. The ICR renames Form 251 to Form 250 and revises the form to reduce the burden on airlines, better clarify the instructions for completing the form, and provide more relevant information to consumers.","In accordance with the Paperwork Reduction Act of 1995 (PRA), this Notice confirms the Department of Transportation's (Department) intention to renew and revise an Office of Management and Budget (OMB) control number as related to the Department's...",,"Comments on this Notice must be received by February 1, 2021.",6,86990,86995,,"Transportation Department, ","492, ","https://www.federalregister.gov/agencies/transportation-department, ","None, ","transportation-department, ",,
Agency Information Collection Activities; Submission for OMB Review; Comment Request; Internal Revenue Service Interim Final Rules for Group Health Plans and Health Insurance Coverage Relating to Status as a Grandfathered Health Plan Under the Patient Protection and Affordable Care Act,2020-28960,Notice.,2020-12-31,https://www.govinfo.gov/content/pkg/FR-2020-12-31/pdf/2020-28960.pdf,"The Department of the Treasury will submit the following information collection requests to the Office of Management and Budget (OMB) for review and clearance in accordance with the Paperwork Reduction Act of 1995, on or after the date of publication of this notice. The public is invited to submit comments on these requests.","The Department of the Treasury will submit the following information collection requests to the Office of Management and Budget (OMB) for review and clearance in accordance with the Paperwork Reduction Act of 1995, on or after the date of publication...",,"Comments should be received on or before February 1, 2021 to be assured of consideration.",2,86995,86996,,Treasury Department,497,https://www.federalregister.gov/agencies/treasury-department,None,treasury-department,,
Establish Price Increases for United States Mint Numismatic Products,2020-28961,Notice.,2020-12-31,https://www.govinfo.gov/content/pkg/FR-2020-12-31/pdf/2020-28961.pdf,,,,,1,86996,86996,,"Treasury Department, United States Mint","497, 513","https://www.federalregister.gov/agencies/treasury-department, https://www.federalregister.gov/agencies/united-states-mint","None, 497","treasury-department, united-states-mint",,
Agency Information Collection Activity Under OMB Review: Veterans Mortgage Life Insurance Statement,2020-28989,Notice.,2020-12-31,https://www.govinfo.gov/content/pkg/FR-2020-12-31/pdf/2020-28989.pdf,"In compliance with the Paperwork Reduction Act (PRA) of 1995, this notice announces that the Veterans Benefits Administration, Department of Veterans Affairs, will submit the collection of information abstracted below to the Office of Management and Budget (OMB) for review and comment. The PRA submission describes the nature of the information collection and its expected cost and burden and it includes the actual data collection instrument.","In compliance with the Paperwork Reduction Act (PRA) of 1995, this notice announces that the Veterans Benefits Administration, Department of Veterans Affairs, will submit the collection of information abstracted below to the Office of Management and...",,"Written comments and recommendations for the proposed information collection should be sent within 30 days of the publication of this notice to www.reginfo.gov/public/do/PRAMain. Find this particular information collection by selecting ""Currently Under 30-day Review--Open for Public Comments"" or by using the search function. Refer to ""OMB Control No. 2900-0212"".",2,86996,86997,,Veterans Affairs Department,520,https://www.federalregister.gov/agencies/veterans-affairs-department,None,veterans-affairs-department,,
